
For query : <DOC>


For query : <DOCNO> 1 </DOCNO>
308 Q0 CACM-1764 94 0.30926889190839757 QueryLikelihoodModelStemNoStop
308 Q0 CACM-3194 95 0.30918166425942745 QueryLikelihoodModelStemNoStop
308 Q0 CACM-2938 96 0.30892593097907495 QueryLikelihoodModelStemNoStop
308 Q0 CACM-1325 97 0.30881883416658906 QueryLikelihoodModelStemNoStop
308 Q0 CACM-1649 98 0.30852529618340996 QueryLikelihoodModelStemNoStop
308 Q0 CACM-2113 99 0.30828928357142427 QueryLikelihoodModelStemNoStop
308 Q0 CACM-2324 100 0.3082061137621179 QueryLikelihoodModelStemNoStop

For query : SIAM J. Numerical Analysis, vol. 7, no. 1 (1970); G. Stewart, "Error

309 Q0 CACM-1781 1 0.6081283581024886 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1107 2 0.5850407570723225 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1102 3 0.5695499521761662 QueryLikelihoodModelStemNoStop
309 Q0 CACM-911 4 0.537809692584636 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1105 5 0.5312516298655138 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1104 6 0.5023035215051487 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2119 7 0.48496320341839394 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1100 8 0.47592999136430647 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2115 9 0.45003260565785796 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1461 10 0.44201539711621074 QueryLikelihoodModelStemNoStop
309 Q0 CACM-410 11 0.41862085617820854 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1101 12 0.40859135425123067 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2118 13 0.40382501300932816 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1831 14 0.3993246599326002 QueryLikelihoodModelStemNoStop
309 Q0 CACM-919 15 0.39136474145256533 QueryLikelihoodModelStemNoStop
309 Q0 CACM-917 16 0.3900652113157159 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1106 17 0.3851996765886776 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1193 18 0.3851996765886776 QueryLikelihoodModelStemNoStop
309 Q0 CACM-196 19 0.38299270349384357 QueryLikelihoodModelStemNoStop
309 Q0 CACM-915 20 0.3810960712234635 QueryLikelihoodModelStemNoStop
309 Q0 CACM-914 21 0.37783936624262066 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1661 22 0.371446685682937 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1103 23 0.37144306283206385 QueryLikelihoodModelStemNoStop
309 Q0 CACM-3184 24 0.37024248396295967 QueryLikelihoodModelStemNoStop
309 Q0 CACM-411 25 0.3632525026592944 QueryLikelihoodModelStemNoStop
309 Q0 CACM-210 26 0.36198751121104905 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2121 27 0.3611292253654767 QueryLikelihoodModelStemNoStop
309 Q0 CACM-211 28 0.3611246968018853 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2190 29 0.3513694656057169 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1539 30 0.35004437992319554 QueryLikelihoodModelStemNoStop
309 Q0 CACM-191 31 0.34822787140505984 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1945 32 0.3382804061500978 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1 33 0.3382693477277909 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1779 34 0.33651043959489835 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1537 35 0.3358614104275999 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2120 36 0.33316213422144936 QueryLikelihoodModelStemNoStop
309 Q0 CACM-401 37 0.33224305361474255 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1093 38 0.3309344508652026 QueryLikelihoodModelStemNoStop
309 Q0 CACM-123 39 0.33027331764453327 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1467 40 0.32054933499182636 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1626 41 0.31556843426944314 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2156 42 0.3133700352701102 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1660 43 0.31297473722830055 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1883 44 0.3112109698382799 QueryLikelihoodModelStemNoStop
309 Q0 CACM-412 45 0.3108894908971934 QueryLikelihoodModelStemNoStop
309 Q0 CACM-214 46 0.30392870955396184 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1094 47 0.3000108685526194 QueryLikelihoodModelStemNoStop
309 Q0 CACM-91 48 0.2990208313925204 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1771 49 0.2985340097622666 QueryLikelihoodModelStemNoStop
309 Q0 CACM-192 50 0.29455751566883004 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1982 51 0.29308260108475115 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1466 52 0.29251630282892904 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1463 53 0.2925052859059712 QueryLikelihoodModelStemNoStop
309 Q0 CACM-3119 54 0.2919971553164416 QueryLikelihoodModelStemNoStop
309 Q0 CACM-910 55 0.2913910846101652 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1832 56 0.29044455188197743 QueryLikelihoodModelStemNoStop
309 Q0 CACM-812 57 0.2888997574415082 QueryLikelihoodModelStemNoStop
309 Q0 CACM-3121 58 0.2844637598463911 QueryLikelihoodModelStemNoStop
309 Q0 CACM-413 59 0.28438767997805586 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2122 60 0.2800253599561118 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1794 61 0.2796846741612739 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1095 62 0.2785822971240479 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1468 63 0.27848458735728554 QueryLikelihoodModelStemNoStop
309 Q0 CACM-165 64 0.2750199256798021 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1462 65 0.2725005064597649 QueryLikelihoodModelStemNoStop
309 Q0 CACM-913 66 0.2708423904605161 QueryLikelihoodModelStemNoStop
309 Q0 CACM-916 67 0.2708423904605161 QueryLikelihoodModelStemNoStop
309 Q0 CACM-100 68 0.26954298935437265 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1663 69 0.2693119799545443 QueryLikelihoodModelStemNoStop
309 Q0 CACM-164 70 0.26827751678464345 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1273 71 0.2642729279123366 QueryLikelihoodModelStemNoStop
309 Q0 CACM-14 72 0.2618318212243856 QueryLikelihoodModelStemNoStop
309 Q0 CACM-3123 73 0.26171638878257825 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2155 74 0.26129870752566975 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1464 75 0.2604844135606146 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2151 76 0.2600724570174622 QueryLikelihoodModelStemNoStop
309 Q0 CACM-512 77 0.2553671056970439 QueryLikelihoodModelStemNoStop
309 Q0 CACM-901 78 0.2553671056970439 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1487 79 0.25370003977742384 QueryLikelihoodModelStemNoStop
309 Q0 CACM-199 80 0.25000905712718274 QueryLikelihoodModelStemNoStop
309 Q0 CACM-3122 81 0.24934042844926244 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1720 82 0.24766252182952492 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1592 83 0.2442985784309574 QueryLikelihoodModelStemNoStop
309 Q0 CACM-190 84 0.24375815141446452 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1825 85 0.24129155377525094 QueryLikelihoodModelStemNoStop
309 Q0 CACM-197 86 0.2407497978679235 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1659 87 0.23954976407886155 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2412 88 0.23815232325176436 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2691 89 0.23538286752037452 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1666 90 0.2353638475532907 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1833 91 0.23512178009493415 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2124 92 0.23512178009493415 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1619 93 0.23335869328944508 QueryLikelihoodModelStemNoStop
309 Q0 CACM-912 94 0.2321564428336313 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1520 95 0.22942263325850168 QueryLikelihoodModelStemNoStop
309 Q0 CACM-212 96 0.2250081514144645 QueryLikelihoodModelStemNoStop
309 Q0 CACM-2317 97 0.2249566691813514 QueryLikelihoodModelStemNoStop
309 Q0 CACM-193 98 0.22414698816166556 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1570 99 0.22394504307742205 QueryLikelihoodModelStemNoStop
309 Q0 CACM-1662 100 0.2226253825439843 QueryLikelihoodModelStemNoStop

For query : bounds for approximate invariant subspaces of closed linear operators",

310 Q0 CACM-2875 1 0.1218831514144645 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1267 2 0.11534250632496339 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1416 3 0.1056367742653376 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2804 4 0.10541627395802473 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1770 5 0.09850296273921402 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1196 6 0.0969452216776142 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1473 7 0.0938271129677466 QueryLikelihoodModelStemNoStop
310 Q0 CACM-39 8 0.0914144014144645 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1632 9 0.08841539711621071 QueryLikelihoodModelStemNoStop
310 Q0 CACM-239 10 0.08784236640142923 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2800 11 0.08645881303072288 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1032 12 0.0860014787967929 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2990 13 0.08203380003778599 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1910 14 0.0812617742653376 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1233 15 0.08125996283990106 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2395 16 0.08014513771583436 QueryLikelihoodModelStemNoStop
310 Q0 CACM-70 17 0.08000724570174622 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1444 18 0.07906220546851855 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1627 19 0.07898373688216002 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1629 20 0.07739000950813515 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1457 21 0.07705152844052947 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1111 22 0.07647964536247688 QueryLikelihoodModelStemNoStop
310 Q0 CACM-983 23 0.07647421108616723 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2649 24 0.0760737926271351 QueryLikelihoodModelStemNoStop
310 Q0 CACM-558 25 0.07584601331138921 QueryLikelihoodModelStemNoStop
310 Q0 CACM-86 26 0.07583967332236127 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1855 27 0.07473075793252647 QueryLikelihoodModelStemNoStop
310 Q0 CACM-3015 28 0.07445465229757883 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1650 29 0.07422355605996606 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2264 30 0.07420380257577947 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1929 31 0.07396930435003049 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1030 32 0.07377335665171939 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1474 33 0.07281267997805588 QueryLikelihoodModelStemNoStop
310 Q0 CACM-536 34 0.07268711028234513 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1726 35 0.07253532011547431 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1709 36 0.07223761933843294 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1199 37 0.07223399648755983 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1274 38 0.072231279349405 QueryLikelihoodModelStemNoStop
310 Q0 CACM-3048 39 0.07121130758299656 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1482 40 0.07010800205558732 QueryLikelihoodModelStemNoStop
310 Q0 CACM-397 41 0.06953683083190565 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1885 42 0.06916705042457831 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1736 43 0.06915346473380415 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2246 44 0.06895207391744983 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2916 45 0.06857914174339348 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2670 46 0.06843192118419827 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1183 47 0.06842829833332517 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2484 48 0.06811516377504019 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1745 49 0.06798834761264276 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1180 50 0.06772191902410749 QueryLikelihoodModelStemNoStop
310 Q0 CACM-59 51 0.06771286189692473 QueryLikelihoodModelStemNoStop
310 Q0 CACM-671 52 0.06742008738546329 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1905 53 0.06742008738546329 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1445 54 0.06725224786296416 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1064 55 0.06724409644849966 QueryLikelihoodModelStemNoStop
310 Q0 CACM-146 56 0.06701936640553328 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1182 57 0.06701936640553328 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2805 58 0.06683239274644309 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1516 59 0.0666811580701591 QueryLikelihoodModelStemNoStop
310 Q0 CACM-897 60 0.06667028951753977 QueryLikelihoodModelStemNoStop
310 Q0 CACM-3032 61 0.06634464486661043 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2984 62 0.06633558773942766 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2158 63 0.0661071291915639 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1694 64 0.06566562278374843 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1383 65 0.06566562278374843 QueryLikelihoodModelStemNoStop
310 Q0 CACM-3134 66 0.06502173710523865 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1049 67 0.06501086855261932 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1031 68 0.06500543427630967 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1827 69 0.06454651306692288 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2610 70 0.06451559105923073 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2572 71 0.064405812419914 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1353 72 0.06420477656594376 QueryLikelihoodModelStemNoStop
310 Q0 CACM-3086 73 0.06409718702030939 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1725 74 0.06403870004582671 QueryLikelihoodModelStemNoStop
310 Q0 CACM-278 75 0.06400684584734674 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2116 76 0.06393986050581786 QueryLikelihoodModelStemNoStop
310 Q0 CACM-3138 77 0.06385921139408782 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1173 78 0.06364904361441952 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1411 79 0.06360325935066811 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1483 80 0.06342187984808768 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2772 81 0.06291409435907094 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1063 82 0.06290594294460644 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1490 83 0.06290594294460644 QueryLikelihoodModelStemNoStop
310 Q0 CACM-651 84 0.06290594294460644 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1404 85 0.0626043668579302 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2324 86 0.0626043668579302 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1315 87 0.06258314774871508 QueryLikelihoodModelStemNoStop
310 Q0 CACM-335 88 0.06250905712718277 QueryLikelihoodModelStemNoStop
310 Q0 CACM-84 89 0.06250452856359139 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2812 90 0.06206447451253837 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2181 91 0.06193012186087366 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1362 92 0.06174724069162971 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2568 93 0.06162948866194848 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2049 94 0.06158709878288554 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2592 95 0.06155295294195397 QueryLikelihoodModelStemNoStop
310 Q0 CACM-495 96 0.06149916646454237 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2949 97 0.06140428600509959 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2327 98 0.0613298118441639 QueryLikelihoodModelStemNoStop
310 Q0 CACM-1536 99 0.06124365832330861 QueryLikelihoodModelStemNoStop
310 Q0 CACM-2494 100 0.06119096199172773 QueryLikelihoodModelStemNoStop

For query : SIAM J. Numerical Analysis., Vol. 8, no. 4 (1971).

311 Q0 CACM-44 1 0.5377150037397789 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2844 2 0.5363396655591094 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1464 3 0.5069830867958272 QueryLikelihoodModelStemNoStop
311 Q0 CACM-454 4 0.48496320341839394 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2044 5 0.48122045679377295 QueryLikelihoodModelStemNoStop
311 Q0 CACM-3144 6 0.4731336002790807 QueryLikelihoodModelStemNoStop
311 Q0 CACM-140 7 0.4507158424696806 QueryLikelihoodModelStemNoStop
311 Q0 CACM-364 8 0.44797342810676427 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1944 9 0.447369793570959 QueryLikelihoodModelStemNoStop
311 Q0 CACM-642 10 0.440020355403239 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1484 11 0.43521192069284576 QueryLikelihoodModelStemNoStop
311 Q0 CACM-437 12 0.42851415358441103 QueryLikelihoodModelStemNoStop
311 Q0 CACM-491 13 0.41865613944466623 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1024 14 0.41515624651199273 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2934 15 0.41228931607392033 QueryLikelihoodModelStemNoStop
311 Q0 CACM-464 16 0.4102662451391351 QueryLikelihoodModelStemNoStop
311 Q0 CACM-438 17 0.40996227702407756 QueryLikelihoodModelStemNoStop
311 Q0 CACM-945 18 0.40631339989027937 QueryLikelihoodModelStemNoStop
311 Q0 CACM-644 19 0.4033860844104955 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1140 20 0.39680055261058456 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1949 21 0.39153518677469 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1945 22 0.38056545691886 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1494 23 0.37145030853381006 QueryLikelihoodModelStemNoStop
311 Q0 CACM-249 24 0.3670797943842717 QueryLikelihoodModelStemNoStop
311 Q0 CACM-463 25 0.3661563015339913 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1498 26 0.36552523110930457 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2824 27 0.3640760798683353 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1141 28 0.362869033592027 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1444 29 0.36017226935658453 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2443 30 0.3513694656057169 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2546 31 0.35128671477655393 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2434 32 0.34674636938587505 QueryLikelihoodModelStemNoStop
311 Q0 CACM-214 33 0.34614103032534543 QueryLikelihoodModelStemNoStop
311 Q0 CACM-949 34 0.3445427705485029 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2474 35 0.34213243453944303 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1142 36 0.33802354853067523 QueryLikelihoodModelStemNoStop
311 Q0 CACM-584 37 0.33721455672981926 QueryLikelihoodModelStemNoStop
311 Q0 CACM-405 38 0.33290831088225836 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2404 39 0.3325780652146858 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1234 40 0.3325155924621976 QueryLikelihoodModelStemNoStop
311 Q0 CACM-3044 41 0.3311809839584851 QueryLikelihoodModelStemNoStop
311 Q0 CACM-483 42 0.32714738308456254 QueryLikelihoodModelStemNoStop
311 Q0 CACM-3184 43 0.3269081480576441 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2842 44 0.3251983510853026 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2478 45 0.3250670227411525 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1491 46 0.32314642253911513 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2417 47 0.3217615516403673 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2704 48 0.3215235795263893 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2640 49 0.3166838752083139 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1040 50 0.3153909145766609 QueryLikelihoodModelStemNoStop
311 Q0 CACM-424 51 0.31297473722830055 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2040 52 0.312459254963727 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2074 53 0.31050572680799954 QueryLikelihoodModelStemNoStop
311 Q0 CACM-164 54 0.3095509809053578 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2294 55 0.30836684470390957 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1614 56 0.30617062702295444 QueryLikelihoodModelStemNoStop
311 Q0 CACM-864 57 0.3061652645165827 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2349 58 0.3037836033929232 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1549 59 0.2978644736831258 QueryLikelihoodModelStemNoStop
311 Q0 CACM-3045 60 0.2977877983165443 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1496 61 0.2975278113764587 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2448 62 0.29715734854634956 QueryLikelihoodModelStemNoStop
311 Q0 CACM-254 63 0.29690204406910015 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1440 64 0.29449244721851314 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2543 65 0.2886898951680927 QueryLikelihoodModelStemNoStop
311 Q0 CACM-984 66 0.2810284246876084 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2477 67 0.2786067513674414 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1214 68 0.27781240972279075 QueryLikelihoodModelStemNoStop
311 Q0 CACM-435 69 0.27734792318265056 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2348 70 0.27544637163151625 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2941 71 0.2750996283990105 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1648 72 0.2742432042433935 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2548 73 0.2742432042433935 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1994 74 0.2737059476315544 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2684 75 0.27351186985989007 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2482 76 0.27190150738826324 QueryLikelihoodModelStemNoStop
311 Q0 CACM-142 77 0.27086503327847306 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2466 78 0.2685126779528597 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1854 79 0.26747728372331575 QueryLikelihoodModelStemNoStop
311 Q0 CACM-3054 80 0.2671138639549968 QueryLikelihoodModelStemNoStop
311 Q0 CACM-634 81 0.2664160854409078 QueryLikelihoodModelStemNoStop
311 Q0 CACM-488 82 0.26592539373801993 QueryLikelihoodModelStemNoStop
311 Q0 CACM-493 83 0.2655192234153089 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2974 84 0.2631260323276595 QueryLikelihoodModelStemNoStop
311 Q0 CACM-948 85 0.2631106352114488 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2840 86 0.2615135775899896 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2845 87 0.2607031934792885 QueryLikelihoodModelStemNoStop
311 Q0 CACM-436 88 0.2600199256798021 QueryLikelihoodModelStemNoStop
311 Q0 CACM-224 89 0.25989159050054 QueryLikelihoodModelStemNoStop
311 Q0 CACM-421 90 0.25795915075446485 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1471 91 0.2578136731965568 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1453 92 0.25472923705925254 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1841 93 0.25384665803097317 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1102 94 0.2536457276897906 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1105 95 0.2516455088836644 QueryLikelihoodModelStemNoStop
311 Q0 CACM-2435 96 0.2513438297717621 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1646 97 0.2513438297717621 QueryLikelihoodModelStemNoStop
311 Q0 CACM-1046 98 0.24910667356006183 QueryLikelihoodModelStemNoStop
311 Q0 CACM-204 99 0.2485411860300435 QueryLikelihoodModelStemNoStop
311 Q0 CACM-762 100 0.24849543640016197 QueryLikelihoodModelStemNoStop

For query : 


For query : Davis, C.


For query : Kahn, W.


For query : Stewart, G.


For query : 


For query : 


For query : </DOC>


For query : <DOC>


For query : <DOCNO> 34 </DOCNO>

320 Q0 CACM-34 1 0.1444498787207541 QueryLikelihoodModelStemNoStop
320 Q0 CACM-2434 2 0.12608958886759092 QueryLikelihoodModelStemNoStop
320 Q0 CACM-1123 3 0.025000905712718277 QueryLikelihoodModelStemNoStop
320 Q0 CACM-588 4 0.02407497978679235 QueryLikelihoodModelStemNoStop
320 Q0 CACM-649 5 0.02407497978679235 QueryLikelihoodModelStemNoStop
320 Q0 CACM-484 6 0.02407497978679235 QueryLikelihoodModelStemNoStop
320 Q0 CACM-384 7 0.02407497978679235 QueryLikelihoodModelStemNoStop
320 Q0 CACM-812 8 0.02407497978679235 QueryLikelihoodModelStemNoStop
320 Q0 CACM-580 9 0.02321519142700399 QueryLikelihoodModelStemNoStop
320 Q0 CACM-1092 10 0.022943893608743066 QueryLikelihoodModelStemNoStop
320 Q0 CACM-337 11 0.02241469881616655 QueryLikelihoodModelStemNoStop
320 Q0 CACM-547 12 0.02241469881616655 QueryLikelihoodModelStemNoStop
320 Q0 CACM-510 13 0.021667572379384943 QueryLikelihoodModelStemNoStop
320 Q0 CACM-1277 14 0.020968647648202148 QueryLikelihoodModelStemNoStop
320 Q0 CACM-553 15 0.019697875409687975 QueryLikelihoodModelStemNoStop
320 Q0 CACM-2982 16 0.019121269909696637 QueryLikelihoodModelStemNoStop
320 Q0 CACM-1579 17 0.019118552771541807 QueryLikelihoodModelStemNoStop
320 Q0 CACM-2043 18 0.018573239996865127 QueryLikelihoodModelStemNoStop
320 Q0 CACM-2440 19 0.01805646126827383 QueryLikelihoodModelStemNoStop
320 Q0 CACM-2029 20 0.017568473280285844 QueryLikelihoodModelStemNoStop
320 Q0 CACM-2671 21 0.015117184782485719 QueryLikelihoodModelStemNoStop
320 Q0 CACM-2464 22 0.015117184782485719 QueryLikelihoodModelStemNoStop
320 Q0 CACM-2975 23 0.014773632985445552 QueryLikelihoodModelStemNoStop
